12/01/2018 03:42,,,,
Código,Descrição,Início de Vigência,Fim de Vigência,Classe Mercadoria Perigosa
2790,ÁCIDO ACÉTICO EM SOLUÇÃO CONTENDO MAIS DE 10% E NO MÁXIMO 80% (MASSA) DE ÁCIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2793,"LIMALHAS, APARAS, RESTOS, REBARBAS DE METAIS FERROSOSSOB FORMA SUSCEPTÍVEL DE AUTO-AQUECIMENTO",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2794,ACUMULADORES ELÉCTRICOS CHEIOS DE ELECTRÓLITO LÍQUIDOÁCIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2795,ACUMULADORES ELÉCTRICOS CHEIOS DE ELECTRÓLITO LÍQUIDOALCALINO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2796,ÁCIDO SULFÚRICO CONTENDO NO MÁXIMO 51% DE ÁCIDO OUELECTRÓLITO ÁCIDO PARA ACUMULADORES,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2797,ELECTRÓLITO ALCALINO PARA ACUMULADORES,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2798,DICLOROFENILFOSFINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2799,DICLOROFENILTIOFOSFORADO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2800,ACUMULADORES ELÉCTRICOS INSUSCEPTÍVEIS DE VERTERCHEIOS DE ELECTRÓLITO LÍQUIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2801,"CORANTE LÍQUIDO CORROSIVO, N.S.A. OU MATÉRIAINTERMÉDIA LÍQUIDA PARA CORANTE, CORROSIVA, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2802,CLORETO DE COBRE,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2803,GÁLIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2805,"HIDRETO DE LÍTIO SÓLIDO, PEÇAS FUNDIDAS",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2806,NITRETO DE LÍTIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2807,MASSAS MAGNETIZADAS,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
2809,MERCÚRIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2810,"LÍQUIDO ORGÂNICO TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2811,"SÓLIDO ORGÂNICO TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2812,"ALUMINATO DE SÓDIO, SÓLIDO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2813,"SÓLIDO HIDRO-REACTIVO, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2814,MATÉRIA INFECCIOSA PARA O SER HUMANO,2014-09-01,-,62 - MATÉRIAS INFECCIOSA S
2815,N-AMINOETILPIPERAZINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2817,DIFLUORETO ÁCIDO DE AMÓNIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2818,POLISSULFURETO DE AMÓNIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2819,FOSFATO ÁCIDO DE AMILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2820,ÁCIDO BUTÍRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2821,FENOL EM SOLUÇÃO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2822,CLORO-2-PIRIDINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2823,ÁCIDO CROTÓNICO SÓLIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2826,CLOROTIOFORMIATO DE ETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2829,ÁCIDO CAPRÓICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2830,SILICO-FERRO-LÍTIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2831,"TRICLORO-1,1,1 ETANO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2834,ÁCIDO FOSFOROSO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2835,HIDRETO DE SÓDIO-ALUMÍNIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2837,HIDROGENOSSULFATOS EM SOLUÇÃO AQUOSA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2838,BUTIRATO DE VINILO ESTABILIZADO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2839,ALDOL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2840,BUTIRALDOXIMA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2841,DI-N-AMILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2842,NITROETANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2844,SILICO-MANGANO-CÁLCIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2845,"LÍQUIDO ORGÂNICO PIROFÓRICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2846,"SÓLIDO ORGÂNICO PIROFÓRICO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2849,CLORO-3 PROPANOL-1,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2850,TETRAPROPILENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2851,TRIFLUORETO DE BORO DIHIDRATADO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2852,SULFURETO DE DIPICRILO HUMEDECIDO COM PELO MENOS 10%(MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2853,FLUOROSSILICATO DE MAGNÉSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2854,FLUOROSSILICATO DE AMÓNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2855,FLUOROSSILICATO DE ZINCO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2856,"FLUOROSSILICATOS, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2857,MÁQUINAS FRIGORÍFICAS CONTENDO GASES NÃO INFLAMÁVEIS E NÃOTÓXICOS OU SOLUÇÕES DE AMONÍACO (N° ,2014-09-01,-,2 - GASES
2858,"ZIRCÓNIO SECO, SOB FORMA DE FIOS ENROLADOS, PLACAS METÁLICAS, TIRAS(COM UMA ESPESSURA INFERIOR A ",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2859,METAVANADATO DE AMÓNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2861,POLIVANADATO DE AMÓNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2862,PENTÓXIDO DE VANÁDIO SOB FORMA NÃO FUNDIDA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2863,VANADATO DUPLO DE AMÓNIO E DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2864,METAVANADATO DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2865,SULFATO NEUTRO DE HIDROXILAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2869,TRICLORETO DE TITÂNIO EM MISTURA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2870,BOROHIDRETO DE ALUMÍNIO OU CONTIDO EM EQUIPAMENTOS,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2871,ANTIMÓNIO EM PÓ,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2872,DIBROMOCLOROPROPANOS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2873,DIBUTILAMINOETANOL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2874,ÁLCOOL FURFURÍLICO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2875,HEXACLOROFENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2876,RESORCINOL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2878,"ESPONJA DE TITÂNIO, SOB FORMA DE GRANULADOS OU SOBFORMA DE PÓ",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2879,OXICLORETO DE SELÉNIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2880,HIPOCLORITO DE CÁLCIO HIDRATADO OU HIPOCLORITO DECÁLCIO EM MISTURA HIDRATADA CONTENDO PELO ,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2881,CATALISADOR METÁLICO SECO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2900,MATÉRIA INFECCIOSA APENAS PARA OS ANIMAIS,2014-09-01,-,62 - MATÉRIAS INFECCIOSA S
2901,CLORETO DE BROMO,2014-09-01,-,2 - GASES
2902,"PESTICIDA LÍQUIDO, TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2903,"PESTICIDA LÍQUIDO TÓXICO, INFLAMÁVEL, N.S.A., COM UMPONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A 23 °C",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2904,CLOROFENOLATOS LÍQUIDOS OU FENOLATOS LÍQUIDOS,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2905,CLOROFENOLATOS SÓLIDOS OU FENOLATOS SÓLIDOS,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2907,"DINITRATO DE ISOSORBIDA EM MISTURA COM PELO MENOS 60% DELACTOSE, DE MANOSE, DE AMIDO OU DE ",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2908,"MATÉRIAS RADIOACTIVAS, PACOTE ISENTO - EMBALAGENSVAZIAS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2909,"MATÉRIAS RADIOACTIVAS, PACOTE ISENTO - OBJECTOSMANUFACTURADOS DE URÂNIO NATURAL OU DE URÂNIO ",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2910,"MATÉRIAS RADIOACTIVAS, PACOTE ISENTO - QUANTIDADESLIMITADAS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2911,"MATÉRIAS RADIOACTIVAS, PACOTE ISENTO - APARELHOS OUOBJECTOS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2912,"MATÉRIAS RADIOACTIVAS, BAIXA ACTIVIDADE ESPECÍFICA(LSA-I), NÃO CINDÍVEIS OU CINDÍVEIS ISENTAS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2913,"MATÉRIAS RADIOACTIVAS, OBJECTOS CONTAMINADOSSUPERFICIALMENTE (SCO-I OU SCO-II) NÃO CINDÍVEIS OU ",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2915,"MATÉRIAS RADIOACTIVAS, PACOTE DO TIPO A, QUE NÃO ESTEJAMSOB FORMA ESPECIAL, NÃO CINDÍVEIS OU ",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2916,"MATÉRIAS RADIOACTIVAS, PACOTE DO TIPO B(U), NÃO CINDÍVEISOU CINDÍVEIS ISENTAS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2917,"MATÉRIAS RADIOACTIVAS, PACOTE DO TIPO B(M), NÃO CINDÍVEISOU CINDÍVEIS ISENTAS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2919,"MATÉRIAS RADIOACTIVAS TRANSPORTADAS POR ARRANJOESPECIAL, NÃO CINDÍVEIS OU CINDÍVEIS ISENTAS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2920,"LÍQUIDO CORROSIVO, INFLAMÁVEL, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2921,"SÓLIDO CORROSIVO, INFLAMÁVEL, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2922,"LÍQUIDO CORROSIVO, TÓXICO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2923,"SÓLIDO CORROSIVO, TÓXICO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2924,"LÍQUIDO INFLAMÁVEL, CORROSIVO, N.S.A.",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2925,"SÓLIDO ORGÂNICO INFLAMÁVEL, CORROSIVO, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2926,"SÓLIDO ORGÂNICO INFLAMÁVEL, TÓXICO, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2927,"LÍQUIDO ORGÂNICO TÓXI-CO, CORROSIVO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2928,"SÓLIDO ORGÂNICO TÓXICO, CORROSIVO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2929,"LÍQUIDO ORGÂNICO TÓXICO, INFLAMÁVEL, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2930,"SÓLIDO ORGÂNICO TÓXICO, INFLAMÁVEL, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2931,SULFATO DE VANADILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2933,CLORO-2 PROPIONATO DE METILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2934,CLORO-2 PROPIONATO DE ISOPROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2935,CLORO-2 PROPIONATO DE ETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2936,ÁCIDO TIOLÁCTICO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2937,ÁLCOOL ALFA-METILBENZÍLICO LÍQUIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2940,FOSFA-9 BICICLONONANOS (CICLOOCTADIENOFOSFINAS),2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2941,FLUORANILINAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2942,TRIFLUORMETIL-2 ANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2943,TETRAHIDROFURFURILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2945,N-METILBUTILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2946,AMINO-2 DIETILAMINO-5 PENTANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2947,CLOROACETATO DE ISOPROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2948,TRIFLUORMETIL-3 ANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2949,HIDROGENOSSULFURETO DE SÓDIO HIDRATADO CONTENDO PELOMENOS 25% DE ÁGUA DE CRISTALIZAÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2950,GRANULADOS DE MAGNÉSIO REVESTIDOS COM UMAGRANULOMETRIA DE MENOS 149 MÍCRONES,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2956,"TERT-BUTIL-5 TRINITRO-2,4,6 M-XILENO(MUSC-XILENO)",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2965,ETERATO DIMETÍLICO DE TRIFLUORETO DE BORO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2966,TIOGLICOL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2967,ÁCIDO SULFÂMICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2968,"MANEBE ESTABILIZADO OU PREPARAÇÕES DE MANEBE,ESTABILIZADAS CONTRA O AUTO-AQUECIMENTO",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2969,FARINHA DE RÍCINO OU GRÃOS DE RÍCINO OU GRÃOS DERÍCINO EM FLOCOS OU BAGAÇO DE RÍCINO,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
2977,"MATÉRIAS RADIOACTIVAS, HEXAFLUORETO DE URÂNIO,CINDÍVEIS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2978,"MATÉRIAS RADIOACTIVAS, HEXAFLUORETO DE URÂNIO, NÃOCINDÍVEIS OU CINDÍVEIS ISENTAS",2014-09-01,-,7 - MATÉRIAS RADIOATIVAS
2983,"ÓXIDO DE ETILENO E ÓXIDO DE PROPILENO EM MISTURA,CONTENDO NO MÁXIMO 30% DE ÓXIDO DE ETILENO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2984,"PERÓXIDO DE HIDROGÉNIO EM SOLUÇÃO AQUOSA CONTENDOPELO MENOS 8%, MAS MENOS DE 20% DE PERÓXIDO ",2014-09-01,-,51 - MATÉRIAS COMBURENTES
2985,"CLOROSSILANOS INFLAMÁVEIS, CORROSIVOS, N.S.A.",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2986,"CLOROSSILANOS CORROSIVOS, INFLAMÁVEIS, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2987,"CLOROSSILANOS CORROSIVOS, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2988,"CLOROSSILANOS HIDRO-REACTIVOS, INFLAMÁVEIS,CORROSIVOS, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2989,FOSFITO DE CHUMBO DIBÁSICO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2990,DISPOSITIVOS DE SALVAMENTO AUTO-INSUFLÁVEIS,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
2991,"CARBAMATO PESTICIDA LÍQUIDO, TÓXICO, INFLAMÁVEL, COMUM PONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2992,"CARBAMATO PESTICIDA LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2993,"PESTICIDA ARSENICAL LÍQUIDO, TÓXICO, INFLAMÁVEL, COMUM PONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A 23 ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2994,"PESTICIDA ARSENICAL LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2995,"PESTICIDA ORGANOCLORADO LÍQUIDO, TÓXICO,INFLAMÁVEL, COM UM PONTO DE INFLAMAÇÃO IGUAL OU ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2996,"PESTICIDA ORGANOCLORADO LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2997,"TRIAZINA PESTICIDA LÍQUIDO, TÓXICO, INFLAMÁVEL, COM UMPONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A 23 °",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2998,"TRIAZINA PESTICIDA LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3005,"TIOCARBAMATO PESTICIDA LÍQUIDO, TÓXICO, INFLAMÁVEL,COM UM PONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3006,"TIOCARBAMATO PESTICIDA LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3009,"PESTICIDA CÚPRICO LÍQUIDO, TÓXICO, INFLAMÁVEL, COM UMPONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A 23 °",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3010,"PESTICIDA CÚPRICO LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3011,"PESTICIDA MERCURIAL LÍQUIDO, TÓXICO, INFLAMÁVEL, COMUM PONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3012,"PESTICIDA MERCURIAL LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3013,"NITROFENOL SUBSTITUÍDO PESTICIDA LÍQUIDO, TÓXICO,INFLAMÁVEL, COM UM PONTO DE INFLAMAÇÃO IGUAL OU ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3014,"NITROFENOL SUBSTITUÍDO PESTICIDA LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3015,"PESTICIDA BIPIRIDÍLICO LÍQUIDO, TÓXICO, INFLAMÁVEL, COMUM PONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3016,"PESTICIDA BIPIRIDÍLICO LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3017,"PESTICIDA ORGANOFOSFORADO LÍQUIDO, TÓXICO,INFLAMÁVEL, COM UM PONTO DE INFLAMAÇÃO IGUAL OU ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3018,"PESTICIDA ORGANOFOSFORADO LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3019,"PESTICIDA ORGANOESTÂNICO LÍQUIDO, TÓXICO,INFLAMÁVEL, COM UM PONTO DE INFLAMAÇÃO IGUAL OU ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3020,"PESTICIDA ORGANOESTÂNICO LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3021,"PESTICIDA LÍQUIDO, INFLAMÁVEL, TÓXICO, N.S.A., COM UMPONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3022,"ÓXIDO DE BUTILENO-1,2 ESTABILIZADO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3023,METIL-2 HEPTANOTIOL-2,2014-09-01,-,61 - MATÉRIAS TÓXICAS
3024,"PESTICIDA CUMARÍNICO LÍQUIDO, INFLAMÁVEL, TÓXICO, COMUM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3025,"PESTICIDA CUMARÍNICO LÍQUIDO, TÓXICO, INFLAMÁVEL, COMUM PONTO DE INFLAMAÇÃO IGUAL OU SUPERIOR A ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3026,"PESTICIDA CUMARÍNICO LÍQUIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3027,"PESTICIDA CUMARÍNICO SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3028,ACUMULADORES ELÉCTRICOS SECOS CONTENDO HIDRÓXIDODE POTÁSSIO SÓLIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3048,PESTICIDA DE FOSFORETO DE ALUMÍNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
3054,MERCAPTANO CICLOHEXÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3055,(AMINO-2 ETÓXI)-2 ETANOL,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3056,N-HEPTALDEÍDO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3057,CLORETO DE TRIFLUORACETILO,2014-09-01,-,2 - GASES
3064,NITROGLICERINA EM SOLUÇÃO ALCOÓLICA COM MAIS DE 1% MASNÃO MAIS DE 5% DE NITROGLICERINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3065,BEBIDAS ALCOÓLICAS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
3066,"TINTAS (INCLUINDO TINTAS, LACAS, ESMALTES, CORES, SHELLAC, VERNIZES, CERAS,ENCÁUSTICAS, ",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3070,"ÓXIDO DE ETILENO E DICLORODIFLUORMETANO EMMISTURA, CONTENDO NO MÁXIMO 12,5% DE ÓXIDO DE ",2014-09-01,-,2 - GASES
3071,"MERCAPTANOS LÍQUIDOS TÓXICOS, INFLAMÁVEIS, N.S.A. OUMERCAPTANOS EM MISTURA, LÍQUIDA, TÓXICA, ",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3072,DISPOSITIVOS DE SALVAMENTO NÃO AUTO-INSUFLÁVEISCONTENDO UM OU VÁRIOS OBJECTOS OU MATÉRIAS ,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3073,VINILPIRIDINAS ESTABILIZADAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
3077,"MATÉRIA PERIGOSA DO PONTO DE VISTA DO AMBIENTE,SÓLIDA, N.S.A.",2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3078,"CÉRIO, APARAS OU PÓ ABRASIVO",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
3079,METACRILONITRILO ESTABILIZADO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
3080,"ISOCIANATOS TÓXICOS, INFLAMÁVEIS, N.S.A. OU ISOCIANATOTÓXICO, INFLAMÁVEL, EM SOLUÇÃO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3082,"MATÉRIA PERIGOSA DO PONTO DE VISTA DO AMBIENTE,LÍQUIDA, N.S.A.",2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
3083,FLUORETO DE PERCLORILO,2014-09-01,-,2 - GASES
3084,"SÓLIDO CORROSIVO, COMBURENTE, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
3085,"SÓLIDO COMBURENTE, CORROSIVO, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
3086,"SÓLIDO TÓXICO, COMBURENTE, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
3087,"SÓLIDO COMBURENTE, TÓXICO, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
