12/01/2018 03:42,,
Código,,Descrição
9017,"Instrumentos de desenho, de traçado ou de cálculo (por exemplo, máquinas de desenhar, pantógrafos, transferidores, estojos de desenho, réguas de cálculo e discos de cálculo); instrumentos de medida de distâncias de uso manual (por exemplo, metros, micrô"
9018,"Instrumentos e aparelhos para medicina, cirurgia, odontologia e veterinária, incluindo os aparelhos para cintilografia e outros aparelhos eletromédicos, bem como os aparelhos para testes visuais."
90181,- Aparelhos de eletrodiagnóstico (incluindo os aparelhos de exploração funcional e os de verificação de parâmetros fisiológicos):
90183,"- Seringas, agulhas, cateteres, cânulas e instrumentos semelhantes:"
90184,- Outros instrumentos e aparelhos para odontologia:
9019,"Aparelhos de mecanoterapia; aparelhos de massagem; aparelhos de psicotécnica; aparelhos de ozonoterapia, de oxigenoterapia, de aerossolterapia, aparelhos respiratórios de reanimação e outros aparelhos de terapia respiratória."
9021,"Artigos e aparelhos ortopédicos, incluindo as cintas e fundas médico-cirúrgicas e as muletas; talas, goteiras e outros artigos e aparelhos para fraturas; artigos e aparelhos de prótese; aparelhos para facilitar a audição dos surdos e outros aparelhos pa"
90212,- Artigos e aparelhos de prótese dentária:
90213,- Outros artigos e aparelhos de prótese:
9022,"Aparelhos de raios X e aparelhos que utilizem radiações alfa, beta ougama, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia, os tubos de raios X e outros dispositivos gerado"
90221,"- Aparelhos de raios X, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou deradioterapia:"
90222,"- Aparelhos que utilizem radiações alfa, beta ou gama, mesmo para usos médicos, cirúrgicos, odontológicos ou veterinários, incluindo os aparelhos de radiofotografia ou de radioterapia:"
9024,"Máquinas e aparelhos para ensaios de dureza, tração, compressão, elasticidade ou de outras propriedades mecânicas de materiais (por exemplo, metais, madeira, têxteis, papel, plásticos)."
9025,"Densímetros, areômetros, pesa-líquidos e instrumentos flutuantes semelhantes, termômetros, pirômetros, barômetros, higrômetros e psicrômetros, registradores ou não, mesmo combinados entre si."
90251,"- Termômetros e pirômetros, não combinados com outros instrumentos:"
9026,"Instrumentos e aparelhos para medida ou controle da vazão, do nível, da pressão ou de outras características variáveis dos líquidos ou gases (por exemplo, medidores de vazão, indicadores de nível, manômetros, contadores de calor), exceto os instrumentos"
9027,"Instrumentos e aparelhos para análises físicas ou químicas (por exemplo, polarímetros, refratômetros, espectrômetros, analisadores de gasesou de fumaça); instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou"
9028,"Contadores de gases, de líquidos ou de eletricidade, incluindo os aparelhos para sua aferição."
9029,"Outros contadores (por exemplo, contadores de voltas, contadores de produção, taxímetros, totalizadores de caminho percorrido, podômetros);indicadores de velocidade e tacômetros, exceto os das posições 90.14 ou 90.15; estroboscópios."
9030,"Osciloscópios, analisadores de espectro e outros instrumentos e aparelhos para medida ou controle de grandezas elétricas; instrumentos e aparelhos para medida ou detecção de radiações alfa, beta, gama, X, cósmicas ou outras radiações ionizantes."
90303,"- Outros aparelhos e instrumentos para medida ou controle da tensão, intensidade, resistência ou da potência:"
90308,- Outros instrumentos e aparelhos:
9031,"Instrumentos, aparelhos e máquinas de medida ou controle, não especificados nem compreendidos noutras posições do presente Capítulo; projetores de perfis."
90314,- Outros instrumentos e aparelhos ópticos:
9032,"Instrumentos e aparelhos para regulação ou controle, automáticos."
90328,- Outros instrumentos e aparelhos:
91,Artigos de relojoaria
9101,"Relógios de pulso, relógios de bolso e relógios semelhantes (incluindo os contadores de tempo dos mesmos tipos), com caixa de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê)."
91011,"- Relógios de pulso, funcionando eletricamente, mesmo com contador detempo incorporado:"
91012,"- Outros relógios de pulso, mesmo com contador de tempo incorporado:"
91019,- Outros:
9102,"Relógios de pulso, relógios de bolso e relógios semelhantes (incluindo os contadores de tempo dos mesmos tipos), exceto os da posição 91.01."
91021,"- Relógios de pulso, funcionando eletricamente, mesmo com contador detempo incorporado:"
91022,"- Outros relógios de pulso, mesmo com contador de tempo incorporado:"
91029,- Outros:
9103,"Despertadores e outros relógios, com maquinismo de pequeno volume."
9105,"Despertadores, outros relógios e artigos de relojoaria semelhantes, exceto os com maquinismo de pequeno volume."
91051,- Despertadores:
91052,- Relógios de parede:
91059,- Outros:
9106,"Aparelhos de controle do tempo e contadores de tempo, com maquinismo de artigos de relojoaria ou com motor síncrono (por exemplo, relógios de ponto, relógios datadores, contadores de horas)."
9108,"Maquinismos de pequeno volume para relógios, completos e montados."
91081,- Funcionando eletricamente:
9109,"Maquinismos de artigos de relojoaria, completos e montados, exceto depequeno volume."
9110,"Maquinismos de artigos de relojoaria completos, não montados ou parcialmente montados (chablons); maquinismos de artigos de relojoaria incompletos, montados; esboços de maquinismos de artigos de relojoaria."
91101,- De pequeno volume:
9111,"Caixas de relógios das posições 91.01 ou 91.02, e suas partes."
9112,"Caixas e semelhantes de artigos de relojoaria, e suas partes."
9113,"Pulseiras de relógios, e suas partes."
9114,Outras partes e acessórios de artigos de relojoaria.
92,Instrumentos musicais; suas partes e acessórios
9201,"Pianos, mesmo automáticos; cravos e outros instrumentos de cordas, com teclado."
9202,"Outros instrumentos musicais de cordas (por exemplo, violões, violinos, harpas)."
9205,"Instrumentos musicais de sopro (por exemplo, órgãos de tubos e teclado, acordeões, clarinetes, trompetes, gaitas de foles), exceto os órgãos mecânicos de feira e os realejos."
9207,"Instrumentos musicais cujo som é produzido ou amplificado por meios elétricos (por exemplo, órgãos, guitarras, acordeões)."
9208,"Caixas de música, órgãos mecânicos de feira, realejos, pássaros cantores mecânicos, serrotes musicais e outros instrumentos musicais não especificados noutra posição do presente Capítulo; chamarizes de qualquer tipo; apitos, berrantes e outros instrumen"
9209,"Partes (mecanismos de caixas de música, por exemplo) e acessórios (por exemplo, cartões, discos e rolos para instrumentos mecânicos) de instrumentos musicais; metrônomos e diapasões de todos os tipos."
92099,- Outros:
93,ARMAS E MUNIçõES; SUAS PARTES E ACESSóRIOS
9301,"Armas de guerra, exceto revólveres, pistolas e armas brancas."
9303,"Outras armas de fogo e aparelhos semelhantes que utilizem a deflagração da pólvora (por exemplo, espingardas e carabinas, de caça, armas defogo carregáveis exclusivamente pela boca, pistolas lança-foguetes e outros aparelhos concebidos apenas para lança"
9305,Partes e acessórios dos artigos das posições 93.01 a 93.04.
93059,- Outros:
9306,"Bombas, granadas, torpedos, minas, mísseis, cartuchos e outras munições e projéteis, e suas partes, incluindo os zagalotes, chumbos de caçae buchas para cartuchos."
93062,"- Cartuchos e suas partes, para espingardas ou carabinas de cano liso; chumbos para carabinas de ar comprimido:"
94,"Móveis; mobiliário médico-cirúrgico; colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos noutrosCapítulos; anúncios, cartazes ou tabuletas e placas indicadoras, luminosos e artigos semelhantes; construções pré-"
9401,"Assentos (exceto os da posição 94.02), mesmo transformáveis em camas,e suas partes."
94015,"- Assentos de rotim, vime, bambu ou matérias semelhantes:"
94016,"- Outros assentos, com armação de madeira:"
94017,"- Outros assentos, com armação de metal:"
9402,"Mobiliário para medicina, cirurgia, odontologia ou veterinária (por exemplo, mesas de operação, mesas de exames, camas dotadas de mecanismos para usos clínicos, cadeiras de dentista); cadeiras para salões de cabeleireiro e cadeiras semelhantes, com disp"
9403,Outros móveis e suas partes.
94038,"- Móveis de outras matérias, incluindo o rotim, vime, bambu ou matérias semelhantes:"
9404,"Suportes para camas (somiês); colchões, edredões, almofadas, pufes, travesseiros e artigos semelhantes, equipados com molas ou guarnecidos interiormente de quaisquer matérias, compreendendo esses artigos de borracha ou de plásticos, alveolares, mesmo re"
94042,- Colchões:
9405,"APARELHOS  DE  ILUMINAçãO (INCLUINDO OS PROJETORES) E SUAS PARTES, NãOESPECIFICADOS  NEM  COMPREENDIDOS NOUTRAS POSIçõES; ANúNCIOS, CARTAZESOU TABULETAS, PLACAS INDICADORAS LUMINOSOS, E ARTIGOS SEMELHANTES, QUECONTENHAM  UMA FONTE LUMINOSA FIXA PERMANEN"
94059,- Partes:
95,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios"
9504,"Consoles e máquinas de jogos de vídeo, artigos para jogos de salão, incluindo os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de cassino e os jogos de balizas automáticos (boliche, por exemplo)."
9505,"Artigos para festas, carnaval ou outros divertimentos, incluindo os artigos de magia e artigos-surpresa."
9506,"Artigos e equipamentos para cultura física, ginástica, atletismo, outros esportes (incluindo o tênis de mesa), ou jogos ao ar livre, não especificados nem compreendidos noutras posições deste Capítulo; piscinas, incluindo as infantis."
95061,- Esquis e outros equipamentos para esquiar na neve:
95062,"- Esquis aquáticos, pranchas de surfe, pranchas a vela e outros equipamentos para a prática de esportes aquáticos:"
95063,- Tacos e outros equipamentos para golfe:
95065,"- Raquetes de tênis, de badminton e raquetes semelhantes, mesmo não encordoadas:"
95066,"- Bolas, exceto de golfe ou de tênis de mesa:"
95069,- Outros:
9507,"Varas de pesca, anzóis e outros artigos para a pesca à linha; puçás eredes semelhantes para qualquer finalidade; iscas e chamarizes (exceto os das posições 92.08 ou 97.05) e artigos semelhantes de caça."
9508,"Carrosséis, balanços, instalações de tiro ao alvo e outras diversões de parques e feiras; circos ambulantes e coleções de animais ambulantes; teatros ambulantes."
96,Obras diversas
9601,"Marfim, osso, carapaça de tartaruga, chifre, pontas, coral, madrepérola e outras matérias animais para entalhar, trabalhados, e suas obras (incluindo as obras obtidas por moldagem)."
9603,"Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas,pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintur"
96032,"- Escovas de dentes, escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluindo as que sejam partes de aparelhos:"
9606,"Botões, incluindo os de pressão; formas e outras partes, de botões oude botões de pressão; esboços de botões."
96062,- Botões:
9607,Fechos ecler (fechos de correr) e suas partes.
96071,- Fechos ecler (fechos de correr):
9608,"Canetas esferográficas; canetas e marcadores, com ponta de feltro ou com outras pontas porosas; canetas-tinteiro e outras canetas; estiletes para duplicadores; lapiseiras; canetas porta-penas, porta-lápis e artigos semelhantes; suas partes (incluindo as"
96089,- Outros:
9609,"Lápis, minas, pastéis, carvões, gizes para escrever ou desenhar e gizes de alfaiate."
9612,"Fitas impressoras para máquinas de escrever e fitas impressoras semelhantes, tintadas ou preparadas de outra forma para imprimir, montadas ou não em carretéis ou cartuchos; almofadas de carimbo, impregnadas ounão, com ou sem caixa."
